frame,matches,cx,cy,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y,kcx,kcy,ktl_x,ktl_y,ktr_x,ktr_y,kbl_x,kbl_y,kbr_x,kbr_y
258,154,297.93216,209.0672,365.08224,337.0771,221.88979,320.52283,380.34854,89.82934,239.20833,96.71267,306.9013,203.04155,370.97946,329.3036,221.76793,321.61884,389.8857,88.95548,243.69261,78.03458
259,150,294.90082,211.06987,365.08215,330.76654,216.19582,332.80392,370.42346,95.83699,225.1733,91.73966,305.47418,206.2279,373.61966,330.12238,223.75293,327.71158,384.6623,90.06979,238.2734,83.620445
260,139,291.22012,213.46205,364.5559,326.57468,217.60448,338.2497,361.6499,95.75168,214.91928,95.38866,303.3009,209.54483,375.68057,329.8786,225.70078,334.19138,378.09186,91.05245,231.21072,89.28724
261,143,286.4104,215.80415,365.0499,325.74838,217.37372,346.83713,350.1023,96.70852,205.04854,101.69201,300.14804,212.75038,377.02618,329.39597,226.89119,341.28003,369.86047,92.1799,222.98662,95.29343
262,158,282.63748,217.85634,365.3633,326.47794,218.89886,349.25546,342.80762,95.7135,201.53984,111.03598,296.58304,215.07758,376.8808,329.01096,227.11427,346.0189,362.3596,92.92096,216.44395,101.00612
263,163,279.63983,218.81981,370.0544,331.02823,219.63846,347.07422,338.88855,94.240456,195.66823,114.29142,292.72018,217.7442,378.497,329.73416,228.0695,350.7608,354.17892,93.26451,208.6292,107.613785
264,169,277.6063,219.43405,365.1293,324.43738,220.25038,352.6471,331.9726,95.30219,188.69556,112.44362,288.89542,219.88487,378.1627,328.8612,228.48256,355.16672,346.14923,93.786674,200.95595,112.20114
265,157,275.1663,220.30719,368.06665,323.60178,222.42622,353.37946,326.0697,94.168495,185.6277,120.45003,285.25836,221.4632,377.94208,327.88486,228.83112,358.1636,338.81592,93.968094,194.55869,117.00411
266,157,275.13864,218.4896,367.55334,323.22327,222.49567,350.09042,326.89374,91.40065,187.19334,118.52037,281.82825,222.72382,377.85132,326.92374,229.35608,360.57977,331.92197,93.538055,188.67654,121.335335
267,156,276.23447,214.9786,376.90164,328.827,225.94598,334.16888,333.9712,80.48584,197.23178,125.358345,279.734,222.54297,378.9463,327.28876,229.81786,357.70892,329.30206,90.84916,187.50223,124.873695
268,151,277.40796,212.05504,364.86386,314.1853,222.991,340.08948,330.01694,90.414665,189.80133,109.44234,277.7514,221.92004,377.70868,324.43872,229.93268,357.07797,325.16452,90.52617,183.97238,125.449455
269,154,277.0996,209.69073,370.84842,318.41058,225.0169,333.2795,331.79117,82.16721,193.78607,112.78329,276.28152,220.63728,377.50537,322.8336,230.1148,354.30127,322.8547,88.48672,182.62592,125.79906
270,138,277.77164,207.39034,366.5266,309.75113,225.09299,334.51865,330.063,83.40955,190.13388,106.015625,275.18573,218.71333,376.26038,319.44412,230.21223,351.88425,320.61755,86.922,180.81598,124.38396
271,151,278.3515,204.28046,384.58664,323.01733,229.43848,323.2334,333.55753,72.38878,202.27084,118.98992,274.57214,216.52989,379.07147,319.5178,231.088,346.79715,320.0596,83.07016,182.55743,125.576
272,151,279.424,201.68864,369.72284,303.27982,227.39604,328.09476,332.11926,75.92251,190.64159,101.50351,274.7929,213.54861,377.79788,315.5658,230.98355,343.25604,320.52237,80.92596,182.53935,121.90785
273,152,280.01147,199.03455,374.01358,303.30933,229.46736,323.06903,333.01236,71.30433,192.63797,101.823685,274.87292,210.42668,377.8185,311.82285,231.56265,339.05426,320.48398,77.75305,182.42345,119.09806
274,160,278.64755,197.6358,372.29053,300.20828,228.66609,328.26312,327.83853,71.459,188.55128,98.65518,274.80435,207.2224,377.29462,307.93903,231.73952,336.40854,319.77316,75.12164,181.80933,115.56558
275,148,275.64032,198.09912,372.00888,294.1928,230.50667,331.64746,319.89896,69.83751,176.55841,99.00893,274.43298,204.86089,376.5591,303.95197,231.9881,335.07236,318.32065,73.07096,179.43466,112.41302
276,156,271.47488,199.55061,372.98724,290.79886,233.52098,335.78455,308.98294,68.17536,165.20581,103.745964,273.02072,202.97778,376.2189,299.2578,233.02965,334.67252,314.15442,70.56346,174.39684,110.69378
277,164,268.2703,200.44855,376.92444,286.21066,239.28534,337.96497,298.02347,63.559917,159.4417,114.28629,271.18942,201.61177,376.71097,294.38278,235.11433,334.90778,308.38568,67.56409,168.97252,111.47911
278,172,266.74207,200.75688,382.61148,283.24408,244.71857,335.588,290.7133,59.63486,156.08418,121.73326,269.3189,200.48491,378.37747,289.69272,238.08003,334.6542,301.9574,64.23932,163.72682,113.85309
279,156,265.7592,199.89368,379.73462,275.78162,247.35175,341.76315,284.50134,62.26735,147.05559,120.60376,267.5849,199.53107,379.17203,284.02713,241.24611,335.88303,295.0538,62.03444,157.22386,115.70768
280,164,263.91794,200.12706,379.91476,269.96844,252.5937,343.24878,275.83395,60.791767,136.91583,123.405624,265.86578,198.95149,379.7963,278.34958,244.94128,337.35822,287.75278,60.16541,149.88806,117.87348
281,166,260.97107,201.56798,400.42346,273.75308,257.732,330.9526,265.9141,43.391903,151.31262,144.59445,263.76938,198.23418,384.70425,274.99277,248.89235,335.93124,280.1481,55.141876,147.52905,124.214424
282,167,258.09326,202.44345,382.068,260.8457,261.09082,346.58737,256.063,61.795998,124.40801,139.2269,261.4505,198.56117,385.0883,268.77875,253.3585,338.1314,270.7185,54.542915,139.04926,128.80728
283,178,255.19637,202.57043,383.438,255.23027,264.79816,347.38486,246.74191,61.34076,116.59508,145.41971,259.02502,198.94084,385.52002,262.7739,257.69788,340.26123,261.30365,54.36488,130.63988,133.91707
284,165,252.23251,201.8287,388.124,251.75307,268.4605,342.18582,236.37636,56.620247,118.64269,152.52815,256.13867,198.86948,386.92624,256.7602,262.32367,340.98972,250.72916,53.226078,123.74395,140.035
285,162,250.6712,199.84895,387.23724,246.28632,271.88132,340.821,229.9947,56.271595,115.201454,153.56439,253.44308,198.47867,387.84598,250.70718,266.87933,341.27856,240.63359,52.3884,117.47378,145.4124
286,180,249.41928,198.76588,385.3506,237.47232,275.56232,338.08066,223.3207,54.594097,105.713394,157.6199,251.50397,198.18349,387.8804,245.2233,270.5004,340.8038,232.9652,51.885548,111.89799,149.80154
287,153,247.86336,198.47713,388.70062,233.3094,279.60715,333.90134,214.5111,52.056366,110.33577,164.24915,249.42004,197.72871,388.65002,239.54843,274.52142,339.53418,224.38445,50.866474,107.97243,155.0176
288,172,245.5882,199.75053,386.3353,228.75253,283.61694,335.4406,205.76889,54.149944,101.73168,169.88895,247.06635,197.6381,388.85825,233.36842,279.06158,338.73135,214.6484,50.359184,102.48097,160.9794
289,185,243.53737,201.01921,386.47778,223.2337,288.00742,336.69177,198.07646,59.303368,99.080894,178.35283,244.60907,197.85405,389.02786,226.76202,284.00784,338.26266,204.43512,51.1184,97.16086,168.11584
290,174,242.33235,201.38988,384.7476,218.52878,291.2638,335.61682,192.52773,62.02025,95.134026,183.458,242.56523,198.24748,388.6389,220.88759,288.41458,337.61673,195.68965,52.659863,92.6313,174.78514
291,171,240.88654,202.00995,386.38962,213.71916,293.83502,332.83102,184.95296,61.236153,93.719955,189.95117,240.84224,198.76573,388.541,215.79437,292.0649,336.4858,188.0351,53.9833,89.40926,181.08289
292,166,239.56479,201.35513,398.965,209.09558,293.94183,325.0248,176.36171,55.10282,105.68794,194.65697,239.15575,199.00658,391.07663,210.77518,294.99103,333.8824,180.14604,53.864502,89.47909,187.19223
293,173,239.13083,199.73898,387.46033,204.57529,298.78406,326.9714,175.165,61.029556,94.86343,194.82446,237.69513,199.06082,390.9064,205.18866,298.73196,331.94882,172.63695,55.01713,87.13385,192.81912
294,178,238.12636,199.32404,383.77774,199.92674,300.6125,324.03708,170.30905,61.781933,89.15227,198.49182,236.26932,199.03322,389.8875,199.30415,302.38184,329.5429,165.08904,56.278183,83.95536,198.54292
295,166,235.99036,200.14671,384.2996,196.34647,302.59772,320.77002,160.88406,62.08737,91.573235,203.63667,234.79617,199.1903,388.98206,194.01147,305.55588,326.73914,157.379,57.53273,82.28017,204.09087
296,178,234.78192,199.81721,387.40234,192.58261,304.04712,318.5176,157.15497,64.832855,94.18507,206.27818,233.88612,199.28879,388.79077,190.5623,307.32498,324.2767,152.74075,59.160538,82.696045,207.58571
297,167,233.74796,200.47632,382.9945,188.54115,306.0436,316.03888,150.58655,65.67167,92.26806,211.5825,232.88332,199.5203,387.7053,186.60754,309.3621,321.61887,147.16464,60.728104,82.53562,211.83981
298,171,231.88345,199.75279,376.74445,184.28308,309.17526,317.73352,149.85402,72.7855,84.833984,215.24088,231.59088,199.57121,385.393,182.02367,311.93948,319.55933,141.8261,63.66993,80.73095,216.56119
299,183,230.62244,199.70477,374.61017,182.36508,310.73532,315.3364,145.13568,74.635544,83.260475,217.2357,230.17555,199.57372,382.77805,177.6571,314.47818,317.2122,136.27374,66.775215,78.88054,221.07881
300,186,229.02554,200.87317,375.46893,177.04292,312.19263,312.5833,138.71892,77.951004,86.09602,223.91995,228.71687,199.8359,380.6224,173.18082,316.66968,314.67014,130.76685,70.259514,78.23478,226.01677
301,175,228.09634,201.71005,368.44397,174.47804,315.5512,313.09033,136.99033,84.14249,80.719055,230.08545,227.76266,200.23701,377.52985,170.5805,318.1847,313.2645,128.14368,74.0835,77.37871,229.78972
302,177,227.15343,202.04771,365.98874,169.98201,317.55338,310.24524,132.04738,86.7345,82.06422,235.33554,226.48825,200.64967,374.1122,166.62689,320.369,311.14307,123.83401,78.2668,76.604095,234.96497
303,176,226.90736,201.66924,363.36786,167.86005,321.28168,308.23416,129.10336,89.83079,82.96702,237.10846,225.39764,200.90796,370.57266,163.11288,322.85605,308.982,119.99625,82.53068,76.353455,239.47961
304,182,226.89706,202.38408,361.40182,166.23825,321.50348,305.37,127.01677,92.26982,82.144066,241.05914,224.6414,201.26671,367.2916,160.46642,324.60287,306.7719,117.21259,86.43671,76.289986,243.46501
305,176,226.71155,203.08986,360.7715,162.79326,324.68732,302.81894,123.787025,97.002335,86.46953,245.02242,224.2673,201.6923,364.82986,158.49843,326.13837,304.8185,115.45368,90.14105,77.527016,246.55164
306,165,226.33365,204.27025,357.89597,161.42139,324.92258,300.43457,120.334076,99.57283,86.49465,249.58975,223.73996,202.31313,361.94168,156.1969,327.71008,302.47455,112.81365,94.09702,78.50565,250.54173
307,171,225.6465,205.1034,360.274,157.4539,328.02405,300.36652,118.82848,104.437035,88.41542,253.45189,223.08234,203.06067,359.80603,153.22112,329.82788,300.30658,110.0639,98.79084,79.825226,255.04655
308,173,225.87505,205.60358,354.16077,157.58871,332.2387,300.2555,118.88092,109.18303,86.35683,257.59155,222.9419,203.73425,357.39304,151.93968,331.73227,299.0972,109.23735,102.793,80.77987,258.26248
309,184,226.00827,205.51971,353.99564,155.61407,332.57343,296.93335,116.30945,110.21339,86.4303,259.71347,222.5828,204.38165,354.75156,149.69226,333.98203,296.90518,107.1517,107.277916,81.57318,262.49005
310,180,226.31522,205.74954,354.9341,151.77873,333.94653,294.41397,113.494965,111.61543,91.30336,262.17267,222.55344,204.94946,353.06165,147.57887,335.79135,294.81302,105.54434,110.89051,83.452896,265.85672
311,190,226.9517,206.009,353.34674,150.34026,336.27686,292.96902,111.859566,113.28222,91.98356,265.21863,222.84709,205.42638,351.6797,146.06071,337.41437,293.0781,104.51103,113.7103,85.25314,268.58722
312,194,227.4513,206.79156,354.6519,144.60994,338.65323,290.32468,109.42524,116.96487,98.15211,269.7643,223.25139,205.97723,350.90195,143.74396,339.16794,291.1557,103.33006,116.69323,88.09945,271.6244
313,183,227.72592,208.11177,352.15048,144.92105,341.03455,289.09625,109.66893,122.60097,97.19462,274.16635,223.66522,206.77803,349.6269,141.66588,341.3014,289.12076,102.258804,120.65626,90.469765,275.38422
314,177,227.87419,209.04254,353.15164,142.11935,343.29443,287.38538,106.339554,125.43486,101.711845,276.20218,224.1222,207.71179,348.78598,139.29483,343.64874,286.97617,100.71084,124.753044,93.639015,279.0756
315,166,228.55054,208.05466,350.10275,138.66212,345.5098,285.21075,106.59532,126.48887,100.987366,280.63196,224.79263,208.21872,347.7491,137.02054,345.75903,285.019,99.98614,127.87636,96.10787,282.4837
316,166,228.76595,205.57558,348.5497,136.34088,346.04892,281.49396,104.763405,124.19536,100.35722,279.54462,225.47153,208.00633,346.8327,135.07307,347.27777,282.9093,99.42768,129.402,97.865074,284.43948
317,184,228.81622,203.94928,355.84372,130.52184,343.70676,276.11404,98.948326,121.24713,108.65488,273.17334,226.16632,207.50465,347.5038,131.79083,348.30505,279.62827,97.43811,130.39772,101.419174,285.09308
318,171,228.43573,202.67572,350.00467,131.76096,347.04352,275.7957,101.83967,123.53742,102.18011,276.0789,226.6535,206.66994,347.289,130.19533,349.1967,277.52173,97.109436,130.68457,102.52418,285.1056
319,173,228.38687,202.69852,351.03378,128.36473,347.06903,274.30643,100.535225,124.45603,104.54911,277.50888,227.11865,205.96571,347.10156,127.51558,350.36047,274.87616,96.15338,131.65607,104.33833,285.98956
320,176,228.53108,203.13582,349.98798,126.68049,345.15808,271.59396,92.26921,122.01275,107.24316,279.23444,227.61908,205.36955,346.8718,125.099655,350.70096,272.20004,93.71774,131.57787,106.35481,286.73572
321,169,228.14597,203.06433,345.45642,127.5106,348.72552,271.1139,96.6236,127.756905,104.553246,282.40833,227.89816,204.82312,345.84274,123.6679,351.472,270.1837,92.917366,132.34824,107.20826,287.6071
322,172,227.95001,202.15665,348.69394,124.60448,348.0928,269.68893,95.755356,126.75859,106.23412,280.08368,228.12354,204.13199,345.7029,121.831375,351.94928,268.15204,92.0834,132.7182,108.286644,287.7518
323,186,227.5947,201.33932,346.55618,125.45031,349.98117,270.36813,97.76172,127.0397,103.50002,280.2494,228.15227,203.37097,345.26273,120.87127,352.5276,266.95865,92.13071,132.7563,108.3224,287.5246
324,171,227.49133,200.45798,344.7501,125.762665,348.70145,269.33246,95.97688,124.64705,102.689,279.70148,228.11238,202.55896,344.63474,120.515656,352.51276,266.0969,92.03768,131.98747,107.94064,286.90906
325,187,227.14543,199.29768,346.1411,124.31216,348.88574,269.74445,97.785774,123.364494,103.20303,277.14676,227.99463,201.65791,344.43884,120.00938,352.48032,265.55762,92.412025,130.99358,107.66709,285.76678
326,173,227.2895,198.36797,348.92606,122.87331,346.0989,267.91016,97.02688,121.02682,105.536026,273.68948,227.98021,200.6475,344.84515,119.20263,351.8778,264.63635,92.55301,129.63387,107.95054,284.0372
327,175,227.33437,197.03838,350.08835,121.26283,346.3112,267.48395,98.12728,119.43541,105.066284,272.26892,227.96863,199.41275,345.4978,118.10713,351.3471,263.7003,92.94779,127.98606,108.09799,282.0794
328,177,227.32112,194.11247,345.06046,124.42655,345.5942,266.94638,101.89312,115.79061,100.41845,268.97147,227.82275,197.7667,345.07867,118.28733,350.5236,263.18976,94.37782,125.54418,106.96094,279.43268
329,167,227.38692,190.86829,346.50168,120.980034,345.27502,267.5211,107.73667,111.982765,101.26875,264.61774,227.67874,195.71819,345.0844,117.8468,349.66995,263.05292,97.014755,122.52641,106.08076,276.11444
330,162,228.20515,185.89388,352.1487,119.125946,342.5593,263.55444,112.14121,106.0119,109.32189,249.71056,227.85803,192.83305,346.3951,117.084465,348.26996,262.08316,100.39631,118.464424,107.11156,269.74484
331,174,229.5348,182.3372,352.53598,119.24227,340.29745,262.4555,118.84554,101.22901,115.208824,240.7656,228.32292,189.5891,347.68906,116.599846,346.47705,261.1397,104.94099,113.81735,109.334755,262.10684
332,162,230.1994,182.09038,355.76413,115.03585,339.08893,263.9092,122.27675,99.93112,120.570786,240.42072,228.85869,186.92197,349.55374,115.42105,344.66083,260.86664,109.548805,109.68281,112.38538,255.6889
333,165,230.78917,182.21252,358.77673,115.83357,336.22443,261.70923,121.780205,98.94151,122.828514,237.99867,229.51918,184.57863,351.89578,114.59373,342.39996,260.1542,113.48591,105.83476,115.58489,249.51071
334,160,231.50504,181.77982,361.14273,114.85349,337.19705,261.98972,123.218025,98.53937,127.50262,235.27028,230.21016,182.59335,354.46564,113.7774,340.68866,259.72803,117.106964,102.56902,119.355896,243.77036
335,147,232.33255,182.48372,353.0657,120.06782,339.0623,264.62964,128.48116,101.52064,123.95999,238.29881,230.79117,181.59947,354.6016,114.5608,339.9097,260.25266,120.65612,101.16367,121.231285,240.70824
336,161,232.7288,183.28413,350.43848,121.90242,341.4699,266.25156,129.43175,103.46666,124.87774,239.31116,231.46172,180.55571,354.27786,115.49414,339.6091,260.9186,124.40141,99.96365,123.396645,237.59189
337,154,232.028,184.21411,347.80576,124.26893,331.8522,262.15637,127.03104,101.18206,125.87571,238.9668,231.86903,180.1286,353.28806,116.97628,337.3586,260.73395,126.75522,98.77358,125.21799,235.3916
338,157,231.43341,185.04674,357.75632,119.458565,332.02286,262.85062,126.489944,102.82768,131.91512,236.52316,232.0881,179.90146,354.66647,117.2358,335.30447,260.71524,128.83961,98.02627,128.31448,232.75136
339,170,230.92259,185.1701,347.79504,122.036995,337.17938,266.80975,129.38058,106.17176,131.0769,238.89905,232.12115,179.95248,353.49362,118.140274,334.80386,261.72858,131.0466,98.43729,130.66228,231.423
340,168,229.74889,183.3439,344.35086,124.41767,339.21802,270.63028,133.81215,105.89126,125.51458,236.72931,231.81548,179.8421,351.5565,119.540596,335.0816,263.61133,133.50204,99.0898,130.96396,230.43088
341,156,228.93318,183.51344,343.67374,122.34939,334.95746,268.25116,132.81425,105.73006,129.72711,236.19133,231.34276,179.95126,349.73474,120.25087,334.4703,264.67957,134.99419,99.80538,131.90988,229.89214
342,162,227.53128,184.01178,342.10202,124.703255,330.3037,266.1808,129.60869,104.7479,128.60553,235.01979,230.56964,179.9728,347.54575,121.56226,332.52914,265.20422,136.10692,100.033005,132.8972,228.54732
343,153,226.20651,185.0693,343.1996,116.84792,331.237,268.94873,127.81903,105.52396,135.89973,237.5255,229.50256,180.65666,346.1818,120.6306,331.60745,266.22424,135.44395,100.86379,134.61858,229.27327
344,158,224.8153,186.86334,334.81577,123.885506,329.6456,270.59766,130.01483,110.19189,129.66365,241.13121,228.33168,181.68773,342.926,121.54892,330.35098,267.5252,135.54825,102.66401,134.71637,230.6191
345,142,222.5035,188.02719,334.40128,126.71605,328.6065,275.07758,133.51118,114.075806,123.86752,241.86758,226.81442,182.91324,340.18634,122.971146,329.20197,269.64056,136.18494,105.198326,133.156,232.2344
346,152,220.61456,189.55043,327.37018,125.34754,329.24884,278.3204,131.8974,116.12593,124.138,247.35524,225.19435,184.34964,336.41116,123.7997,328.5228,272.08865,136.14993,107.80149,131.75464,235.0201
347,160,219.76877,191.209,331.75284,122.3,321.6904,275.70734,128.46758,114.533264,128.1975,247.34978,223.55113,185.93108,334.21323,123.79986,326.2372,273.56998,135.29378,109.66492,131.45499,237.43674
348,139,219.24907,194.06999,321.4545,128.60997,326.05984,282.33896,130.92137,120.1104,119.058304,258.00937,222.21497,187.97647,330.22928,125.16033,325.40573,276.20377,134.97136,112.43975,129.0635,241.94168
349,152,218.8178,198.24939,327.465,128.7194,325.7364,281.40457,128.01204,126.69887,127.32948,256.58817,220.86241,190.63803,328.12866,126.36907,324.6323,278.28076,134.00746,116.34605,128.81453,245.58089
350,157,218.28278,199.53885,322.48642,133.18709,325.85455,283.81644,130.63396,129.94083,119.74622,262.06326,219.50146,193.45827,324.96625,128.56705,323.92972,280.80777,133.72972,120.78528,126.77995,250.29807
351,157,218.45415,200.0345,319.07632,134.88269,326.43552,282.13748,127.23959,129.79025,126.15207,259.58038,218.636,195.68085,322.18106,130.58809,323.827,282.0998,132.52911,124.02518,126.52502,253.37296
352,151,218.82474,200.77936,316.75195,133.31813,325.3645,282.11874,128.63972,131.01193,125.03358,265.16364,218.14091,197.53339,319.6715,131.77945,323.635,282.9607,131.80646,126.71051,126.09134,256.93088
353,150,218.77383,200.06836,322.41956,127.99741,324.58762,281.66785,129.23784,130.0893,128.04305,262.94016,217.57538,199.08977,318.5209,131.73297,323.21564,283.74658,131.31635,129.05458,126.36353,259.73404
354,151,219.08556,199.07207,326.32745,126.92283,321.58792,278.51886,128.72696,128.10384,131.71407,257.64627,217.17888,200.24126,318.48447,131.3879,322.1744,283.6687,130.74054,130.64877,127.47757,260.99164
355,165,219.57556,199.27498,322.78555,127.870285,321.1115,277.99768,128.70045,127.85499,127.55842,262.71786,217.13559,201.00412,318.09155,131.1147,321.32288,283.1956,130.22662,131.52515,127.51335,262.8303
356,152,218.94965,200.64627,317.5126,132.97002,326.39215,281.77026,131.41774,133.65604,124.164024,265.50525,216.94263,202.0282,316.44196,132.10394,321.8185,283.6774,130.41212,133.75099,126.72051,265.21326
357,157,217.7522,200.4163,337.98502,121.22926,312.65637,272.0015,121.06293,126.48763,134.84276,254.83434,216.66365,202.77345,320.39236,129.94232,318.9657,281.4961,128.00247,133.6167,128.68124,264.33688
358,152,216.42792,200.48373,323.20792,126.79538,321.81262,279.83612,124.89649,130.63681,128.46976,260.97195,216.21991,203.02634,320.45663,129.35587,319.00308,281.39676,126.96587,134.04233,128.76566,264.62405
359,152,215.78195,200.93333,317.10345,130.91837,321.95132,280.74905,125.424385,132.0656,119.396095,267.3124,215.7508,203.19267,319.1728,129.819,319.17172,281.4815,126.29034,134.5401,126.67773,266.17178
360,160,213.53404,200.51239,319.5381,128.4408,320.86826,280.4286,121.62669,131.15326,121.15503,263.10406,214.84091,203.237,318.64978,129.63646,319.0692,281.47665,124.83406,134.74194,125.305275,266.5026
361,159,211.74347,200.8486,318.18924,125.727615,320.68732,281.03604,118.14332,131.01408,119.89018,265.44977,213.66173,203.30275,317.9266,128.83212,318.9772,281.59512,122.778336,134.80646,123.81836,267.25592
362,163,210.45924,201.43782,320.46246,122.48726,319.45648,280.88068,114.92973,130.85622,120.75075,265.60355,212.52208,203.32828,318.00458,127.41299,318.74725,281.59973,120.49352,134.57964,122.84759,267.64883
363,148,209.19122,201.34344,324.13702,120.000015,317.85986,277.2742,108.79545,130.21518,118.24292,265.4892,211.21428,203.36594,318.8802,125.60587,318.1686,280.79648,117.07745,134.26707,121.41559,268.00406
364,167,208.29597,201.1342,322.91763,124.05234,317.684,274.8037,105.08755,130.664,114.17441,264.21667,209.46335,203.47179,319.35403,124.721146,317.41492,279.3516,112.31081,134.22859,118.74556,268.26547
365,154,141.94257,205.71043,127.61242,168.15312,135.674,216.85191,136.10742,216.11075,134.97809,187.7672,179.5015,202.1774,264.189,136.62675,264.87735,261.3525,117.10474,158.31271,122.36525,246.25743
366,160,207.65096,200.99121,318.9959,123.772,324.60217,278.60696,103.58733,130.94879,104.05311,272.60126,183.37498,201.96411,273.3734,134.0426,275.55188,264.16754,112.791626,153.6472,117.1584,251.77501
367,172,206.16484,200.47917,325.24454,121.99808,323.35938,275.20612,95.7991,129.10413,100.723946,269.74368,186.64272,201.65965,283.0957,131.43077,284.46606,265.8028,107.58574,149.07417,112.33657,255.58757
368,178,205.26659,200.49715,323.50458,123.96472,324.5888,276.57602,92.20646,127.39178,94.3918,272.02667,189.52466,201.382,290.79492,129.84521,292.19754,267.64877,103.18763,144.85603,107.517,259.12378
369,180,205.3132,198.68446,332.47736,118.411705,319.38794,272.06592,86.26633,121.02103,97.238365,266.68198,191.5873,200.78438,298.7098,127.29454,296.95032,267.93195,97.788025,140.1474,103.828705,260.79413
370,168,205.5758,197.79276,330.8259,122.18517,322.50226,273.40128,86.9615,120.0267,92.40686,265.87787,193.73572,200.08347,305.07523,126.07878,301.8035,268.6726,94.20931,136.013,100.35442,261.9489
371,177,206.80437,197.46584,332.66135,121.2908,321.91864,271.8218,85.72416,118.16915,94.05149,265.4802,195.71689,199.39235,311.02008,124.7548,305.83575,268.85803,90.31618,131.95714,97.24958,262.92264
372,172,207.10275,195.24121,332.98868,121.30123,324.55093,271.74658,85.6413,115.031715,89.703285,263.9623,197.68076,198.32672,316.27902,123.66153,309.98038,269.10535,87.32528,127.7895,93.969345,263.40427
373,170,208.23537,193.59076,342.60162,119.269165,322.3819,268.64322,83.69078,110.59041,94.405426,256.3349,199.81676,197.04189,323.112,122.24637,313.25348,268.6714,84.296165,123.0737,92.11354,262.16113
374,173,209.2084,192.71483,334.5922,122.492584,326.33502,269.8717,86.842766,111.01695,88.81969,259.9052,201.93198,195.70459,327.3302,121.756905,317.0037,268.60437,82.605515,119.05758,89.49094,261.78867
375,170,209.0355,191.0089,335.90396,122.0764,326.2058,268.70197,84.72982,107.47392,84.93975,258.19894,203.73459,194.24992,330.92157,121.358475,320.04926,268.35977,81.16209,115.07448,86.765434,261.05826
376,179,210.01921,188.62224,335.23703,121.503334,326.93826,269.09085,88.02063,103.524124,80.63727,257.72952,205.39633,192.61691,333.42133,121.00217,322.5396,268.29562,81.070984,111.19552,83.92697,260.33234
377,185,210.77542,186.47855,337.93152,119.91988,325.94366,266.26584,87.11287,99.64965,80.26089,254.55418,206.9731,190.82198,335.99338,120.396,324.37146,267.6643,80.92247,107.18903,81.55012,259.0485
378,179,211.65483,185.00418,341.56937,119.38015,327.7025,264.58148,85.48805,97.33608,81.28589,250.62132,208.61502,188.90231,339.12637,119.725395,326.42444,266.7324,80.40202,103.05027,79.58599,257.05524
379,168,212.52008,183.5677,339.18332,118.043304,329.47528,264.95944,87.182014,95.17977,79.244286,252.2659,210.30263,186.86368,341.39255,118.833824,328.64346,265.9667,80.3829,98.85033,77.423965,255.57906
380,186,212.71663,182.80617,341.3515,116.36641,329.7253,262.9343,84.01012,93.49911,81.21127,250.48444,211.70613,185.05542,343.4389,117.766045,330.36523,264.90274,79.971825,95.22214,76.366356,253.94165
381,179,212.19731,182.91132,337.95752,115.111404,330.55496,263.6612,82.48474,93.2282,77.301735,255.37944,212.66585,183.68936,344.06967,116.65138,331.77106,264.2116,79.503746,92.460594,74.92912,253.70776
382,177,211.94014,182.26909,331.5365,116.75236,334.7508,264.14487,83.22699,95.31553,71.75024,258.79547,213.48203,182.37634,343.0815,116.04747,333.93774,263.71884,79.29887,90.556946,72.436005,254.30557
383,177,212.01479,181.42175,333.7229,113.253105,333.46802,262.43408,79.64759,91.944565,72.9275,259.05145,214.0287,181.20113,342.37854,114.82245,335.27826,262.97717,78.48355,88.567245,70.83492,254.99214
384,172,212.59192,179.98293,333.8127,112.34035,333.56522,260.45917,78.42866,89.539856,72.7979,257.7149,214.29692,180.26527,341.35886,113.83888,335.89084,262.1035,77.8637,87.21914,70.095024,255.38312
385,181,212.85371,179.02927,335.2216,108.870674,331.7069,257.7953,74.91638,86.38171,74.60365,258.0183,214.59396,179.21808,340.8494,112.24423,336.07867,260.7799,76.55692,85.31045,69.776764,255.76492
386,175,213.24713,177.63109,337.428,108.30278,332.79095,256.4866,74.51403,84.89811,76.431274,253.7439,214.95549,177.94797,340.8928,110.67826,336.51505,259.3023,75.27905,83.22735,69.83999,255.18579
387,172,213.19705,176.09053,338.02136,105.10445,333.40842,255.75615,74.632645,83.02162,74.3552,254.77377,215.22618,176.50496,341.0067,108.58743,336.96857,257.82504,74.193146,81.04631,69.539734,254.89182
388,190,213.20462,174.72855,338.77475,103.868355,331.667,252.4719,70.390305,79.73961,74.30055,252.84035,215.45801,174.82803,341.2655,106.306915,336.9492,255.64613,72.17571,78.244835,69.28819,254.15762
389,180,212.8652,173.636,336.63565,102.141556,332.16922,252.19675,69.30114,77.82383,72.267746,254.56837,215.23029,173.84868,340.62616,104.67134,336.46716,254.29504,70.86735,76.778725,69.28391,254.07912
390,174,212.59338,172.52644,335.89807,100.43674,332.75217,252.31691,67.940025,75.17877,70.87595,255.09236,215.0871,172.45703,340.0138,102.549965,336.36502,252.8915,69.13544,74.3655,68.73015,254.06786
391,171,212.35654,171.40776,334.30508,99.43757,332.3614,250.76213,66.444984,73.62581,70.0184,255.11855,214.8131,171.19853,339.01782,100.69326,336.0355,251.49643,67.48853,72.30622,68.23311,254.1129
